(19940229, 201106),
(19940230, NULL),
(19940231, 201105),
(19940232, 201113),
(19940233, 201105),
(19940234, 201103),
(19940235, 201109),
(19940236, 201111),
(19940237, 201101),
(19940238, 201101),
(19940239, 201112),
(19940240, 201101),
(19940241, 201109),
(19940242, 201113),
(19940243, 201109),
(19940244, 201110),
(19940245, 201108),
(19940246, 201104),
(19940247, 201104),
(19940248, 201112),
(19940249, 201103),
(19940250, 201114),
(19940251, 201108),
(19940252, 201110),
(19940253, 201112),
(19940254, 201105),
(19940255, 201110),
(19940256, 201101),
(19940257, 201109),
(19940258, NULL),
(19940259, 201113),
(19940260, 201102),
(19940261, 201105),
(19940262, 201105),
(19940263, 201104),
(19940264, 201102),
(19940265, 201112),
(19940266, NULL),
(19940267, 201103),
(19940268, NULL),
(19940269, 201113),
(19940270, 201114),
(19940271, 201115),
(19940272, 201102),
(19940273, 201115),
(19940274, 201108),
(19940275, 201114),
(19940276, 201108),
(19940277, 201107),
(19940278, 201101),
(19940279, 201111),
(19940280, 201109),
(19940281, 201105),
(19940282, 201112),
(19940283, 201109),
(19940284, 201101),
(19940285, 201112),
(19940286, 201103),
(19940287, 201115),
(19940288, 201112),
(19940289, 201113),
(19940290, 201106),
(19940291, 201102),
(19940292, 201115),
(19940293, 201109),
(19940294, 201113),
(19940295, 201102),
(19940296, 201113),
(19940297, 201107),
(19940298, 201103),
(19940299, 201108),
(19940300, 201103),
(19940301, 201107),
(19940302, 201112),
(19940303, 201111),
(19940304, 201111),
(19940305, 201102),
(19940306, 201111),
(19940307, 201114),
(19940308, 201111),
(19940309, 201110),
(19940310, 201115),
(19940311, NULL),
(19940312, 201101),
(19940313, 201102),
(19940314, 201113),
(19940315, 201106),
(19940316, 201113),
(19940317, 201102),
(19940318, 201104),
(19940319, 201115),
(19940320, 201109),
(19940321, NULL),
(19940322, 201103),
(19940323, NULL),
(19940324, 201103),
(19940325, 201111),
(19940326, 201106),
(19940327, 201106),
(19940328, 201108),
(19940329, 201101),
(19940330, NULL),
(19940331, 201102),
(19940332, 201102),
(19940333, 201111),
(19940334, 201110),
(19940335, 201103),
(19940336, 201104),
(19940337, 201110),
(19940338, 201104),
(19940339, 201112),
(19940340, 201108),
(19940341, 201111),
(19940342, 201104),
(19940343, 201102),
(19940344, 201105),
(19940345, 201109),
(19940346, 201111),
(19940347, 201110),
(19940348, 201104),
(19940349, 201109),
(19940350, 201105),
(19940351, 201108),
(19940352, 201110),
(19940353, 201105),
(19940354, NULL),
(19940355, 201107),
(19940356, 201107),
(19940357, 201109),
(19940358, 201105),
(19940359, 201105),
(19940360, 201103),
(19940361, 201108),
(19940362, 201105),
(19940363, 201102),
(19940364, NULL),
(19940365, 201106),
(19940366, 201104),
(19940367, 201109),
(19940368, 201106),
(19940369, 201110),
(19940370, 201105),
(19940371, 201107),
(19940372, 201113),
(19940373, 201110),
(19940374, 201106),
(19940375, 201107),
(19940376, 201101),
(19940377, 201113),
(19940378, 201105),
(19940379, 201108),
(19940380, 201101),
(19940381, 201107),
(19940382, 201101),
(19940383, 201111),
(19940384, 201105),
(19940385, NULL),
(19940386, 201110),
(19940387, 201105),
(19940388, 201115),
(19940389, 201109),
(19940390, 201106),
(19940391, 201105),
(19940392, 201107),
(19940393, 201103),
(19940394, 201106),
(19940395, 201105),
(19940396, 201102),
(19940397, 201102),
(19940398, NULL),
(19940399, 201102),
(19940400, 201109),
(19940401, 201111),
(19940402, 201114),
(19940403, 201113),
(19940404, 201115),
(19940405, 201106),
(19940406, 201107),
(19940407, 201107),
(19940408, 201114),
(19940409, 201111),
(19940410, 201104),
(19940411, 201115),
(19940412, 201102),
(19940413, 201104),
(19940414, 201109),
(19940415, 201106),
(19940416, 201110),
(19940417, 201104),
(19940418, 201111),
(19940419, 201102),
(19940420, NULL),
(19940421, 201108),
(19940422, 201114),
(19940423, 201107),
(19940424, 201112),
(19940425, 201104),
(19940426, 201109),
(19940427, 201109),
(19940428, 201105),
(19940429, 201108),
(19940430, 201114),
(19940431, 201111),
(19940432, 201107),
(19940433, 201111),
(19940434, 201103),
(19940435, 201105),
(19940436, 201114),
(19940437, 201101),
(19940438, 201105),
(19940439, 201107),
(19940440, 201110),
(19940441, NULL),
(19940442, 201112),
(19940443, 201113),
(19940444, 201113),
(19940445, 201105),
(19940446, 201104),
(19940447, 201114),
(19940448, 201111),
(19940449, 201115),
(19940450, 201103),
